Topology,DemandFile,ExitCode,PreprocessingTime,ILPTime,TotalTime,uMax
Biznet,0001,0,0.016,0.501,0.517,0.899994
Biznet,0002,0,0.016,0.613,0.629,0.89996
Biznet,0003,0,0.027,0.584,0.611,0.899962
Biznet,0004,0,0.017,0.478,0.495,0.900004
Bren,0000,0,0.023,0.549,0.572,0.8999410112359547
Bren,0001,0,0.023,0.553,0.576,0.8999311797752809
Bren,0002,0,0.024,0.606,0.63,0.899941011235955
Bren,0003,0,0.024,0.609,0.633,0.8999269662921349
Bren,0004,0,0.023,0.639,0.662,0.899968
BsonetEurope,0000,0,0.01,0.356,0.366,0.9000596666666666
BsonetEurope,0001,0,0.01,5.997,6.007,0.9000725833333324
BsonetEurope,0002,0,0.012,0.295,0.307,0.9000599999999999
BsonetEurope,0003,0,0.012,0.467,0.479,0.9000181666666667
BsonetEurope,0004,0,0.01,0.505,0.515,0.9000756666666665
BtAsiaPac,0000,0,0.012,3.19,3.202,0.9000815
BtAsiaPac,0001,0,0.012,7.386,7.398,0.9000940000000001
BtAsiaPac,0002,0,0.011,3.553,3.564,0.9000683333333332
BtAsiaPac,0003,0,0.012,1.606,1.618,0.9000765
BtAsiaPac,0004,0,0.011,1.545,1.556,0.9000755
BtEurope,0000,0,0.012,0.803,0.815,0.9000475
BtEurope,0001,0,0.012,0.856,0.868,0.900069
BtEurope,0002,0,0.012,1.135,1.147,0.900058
BtEurope,0003,0,0.012,0.89,0.902,0.9000475
BtEurope,0004,0,0.013,0.798,0.811,1.1317949999999968
BtLatinAmerica,0000,0,0.034,1.372,1.406,0.899748
BtLatinAmerica,0001,0,0.039,1.285,1.324,0.899738
BtLatinAmerica,0002,0,0.034,1.359,1.393,0.899758
BtLatinAmerica,0003,0,0.035,1.308,1.343,0.899746
BtLatinAmerica,0004,0,0.035,1.296,1.331,0.89975
BtNorthAmerica,0000,0,0.024,253.708,253.732,0.9000555
BtNorthAmerica,0001,0,0.032,32.477,32.509,0.9000714583333332
BtNorthAmerica,0002,0,0.025,135.033,135.058,0.9000703333333333
BtNorthAmerica,0003,0,0.036,215.597,215.633,0.9000935
BtNorthAmerica,0004,0,0.034,17.996,18.03,0.9000305
Canerie,0000,0,0.02,0.715,0.735,0.899944999999994
Canerie,0001,0,0.027,0.6,0.627,0.899945
Canerie,0002,0,0.019,0.751,0.77,0.899984
Canerie,0003,0,0.018,0.673,0.691,0.899941
Canerie,0004,0,0.021,0.797,0.818,0.899947
Carnet,0000,0,0.057,0.699,0.756,0.899842
Carnet,0001,0,0.031,0.674,0.705,0.899832
Carnet,0002,0,0.032,0.704,0.736,0.899832
Carnet,0003,0,0.032,0.681,0.713,0.899839
Carnet,0004,0,0.031,0.7,0.731,0.899834
Cernet,0000,0,0.029,0.78,0.809,0.9565643362737012
Cernet,0001,0,0.028,0.733,0.761,1.041833838927488
Cernet,0002,0,0.03,0.681,0.711,1.037646960144269
Cernet,0003,0,0.03,0.677,0.707,0.9492432
Cernet,0004,0,0.03,0.724,0.754,0.9283535803987903
Cesnet1993,0000,0,0.005,0.038,0.043,0.8981666666666667
Cesnet1993,0001,0,0.005,0.038,0.043,0.8975
Cesnet1993,0002,0,0.005,0.038,0.043,0.8975
Cesnet1993,0003,0,0.005,0.039,0.044,0.8975
Cesnet1993,0004,0,0.005,0.039,0.044,0.8985
Cesnet1997,0000,0,0.007,0.049,0.056,0.8994705882352941
Cesnet1997,0001,0,0.007,0.051,0.058,0.8995
Cesnet1997,0002,0,0.007,0.049,0.056,0.8994705882352941
Cesnet1997,0003,0,0.012,0.073,0.085,0.8993529411764706
Cesnet1997,0004,0,0.007,0.054,0.061,0.8993823529411765
Cesnet1999,0000,0,0.015,0.068,0.083,0.8998774193548387
Cesnet1999,0001,0,0.007,0.048,0.055,0.8998529411764706
Cesnet1999,0002,0,0.007,0.048,0.055,0.89925
Cesnet1999,0003,0,0.007,0.048,0.055,0.8992258064516129
Cesnet1999,0004,0,0.007,0.047,0.054,0.8998529411764706
Cesnet2001,0000,0,0.011,0.141,0.152,1.0581070126807588
Cesnet2001,0001,0,0.012,0.139,0.151,1.0581070126807588
Cesnet2001,0002,0,0.011,0.143,0.154,1.0581092801387684
Cesnet2001,0003,0,0.012,0.139,0.151,1.0581002103067303
Cesnet2001,0004,0,0.011,0.139,0.15,1.0581070126807588
Cesnet200304,0000,0,0.015,0.388,0.403,0.900048
Cesnet200304,0001,0,0.017,0.296,0.313,0.8999583333333333
Cesnet200304,0002,0,0.016,0.326,0.342,0.900042
Cesnet200304,0003,0,0.015,0.305,0.32,0.9000303999999999
Cesnet200304,0004,0,0.015,0.275,0.29,0.8999533333333334
Cesnet200511,0000,0,0.029,0.875,0.904,0.9000548
Cesnet200511,0001,0,0.026,0.808,0.834,0.9000463
Cesnet200511,0002,0,0.025,0.723,0.748,0.9000867
Cesnet200511,0003,0,0.025,0.714,0.739,0.9001395
Cesnet200511,0004,0,0.025,0.703,0.728,0.9000680883810103
Cesnet200603,0000,0,0.026,0.732,0.758,0.9004130534291758
Cesnet200603,0001,0,0.026,0.713,0.739,0.899922
Cesnet200603,0002,0,0.025,0.684,0.709,0.9001371
Cesnet200603,0003,0,0.026,0.77,0.796,0.9000776
Cesnet200603,0004,0,0.025,0.755,0.78,0.9000162230066358
Cesnet200706,0000,0,0.033,1.02,1.053,0.9000556
Cesnet200706,0001,0,0.045,0.996,1.041,0.9000968080178585
Cesnet200706,0002,0,0.038,0.986,1.024,0.9000004143618696
Cesnet200706,0003,0,0.033,1.25,1.283,0.9000488292750587
Cesnet200706,0004,0,0.033,0.87,0.903,0.9
Cesnet201006,0000,0,0.047,1.923,1.97,0.9000172728091388
Cesnet201006,0001,0,0.048,2.085,2.133,0.9000015008773773
Cesnet201006,0002,0,0.068,2.064,2.132,0.8999867464896004
Cesnet201006,0003,0,0.047,2.487,2.534,0.8999987450290852
Cesnet201006,0004,0,0.05,2.068,2.118,0.9000239292427049
Chinanet,0000,0,0.036,6.413,6.449,0.9000128749999999
Chinanet,0001,0,0.031,9.904,9.935,1.00850075
Chinanet,0002,0,0.033,7.552,7.585,0.9000075
Chinanet,0003,0,0.032,3.618,3.65,0.900073375
Chinanet,0004,0,0.031,6.208,6.239,0.954637375
Claranet,0000,0,0.008,0.186,0.194,0.9000279999999999
Claranet,0001,0,0.008,0.112,0.12,0.900009
Claranet,0002,0,0.008,0.083,0.091,0.9000025
Claranet,0003,0,0.008,0.11,0.118,0.900022
Claranet,0004,0,0.008,0.081,0.089,0.900079
Cogentco,0000,0,0.786,760.393,761.179,0.8985311770833333
Cogentco,0001,0,0.82,836.923,837.743,0.8991125173611112
Cogentco,0002,0,0.734,827.969,828.703,0.8988368645833333
Cogentco,0003,0,0.729,932.733,933.462,0.8991683437500001
Cogentco,0004,0,0.807,918.125,918.932,0.8989684062499995
Colt,0000,0,0.473,309.73,310.203,0.8986831666666668
Colt,0001,0,0.422,318.243,318.665,0.8987168333333333
Colt,0002,0,0.413,311.293,311.706,0.8988314166666667
Colt,0003,0,0.473,298.622,299.095,0.8986546666666667
Colt,0004,0,0.42,287.178,287.598,0.8986854999999998
Columbus,0000,0,0.077,15.371,15.448,0.899751083333333
Columbus,0001,0,0.092,14.042,14.134,0.8998009166666667
Columbus,0002,0,0.069,14.696,14.765,0.899822
Columbus,0003,0,0.113,14.131,14.244,0.89974
Columbus,0004,0,0.075,19.223,19.298,0.8997390833333333
Compuserve,0000,0,0.01,1.406,1.416,0.8999222222222217
Compuserve,0001,0,0.011,3.818,3.829,0.8999111111111034
Compuserve,0002,0,0.014,3.142,3.156,0.9000999999999999
Compuserve,0003,0,0.008,1.491,1.499,0.899911111111111
Compuserve,0004,0,0.011,0.796,0.807,0.8999111111111111
CrlNetworkServices,0000,0,0.02,0.963,0.983,0.8991111111111111
CrlNetworkServices,0001,0,0.023,0.707,0.73,0.8986444444444445
CrlNetworkServices,0002,0,0.019,1.0,1.019,0.8986555555555555
CrlNetworkServices,0003,0,0.019,1.02,1.039,0.8986111111111111
CrlNetworkServices,0004,0,0.021,0.961,0.982,0.8986888888888889
Cudi,0000,0,0.044,1.377,1.421,0.8998870833333332
Cudi,0001,0,0.047,1.384,1.431,0.8999529166666667
Cudi,0002,0,0.065,1.385,1.45,0.8998883333333333
Cudi,0003,0,0.072,1.53,1.602,0.8998845833333333
Cudi,0004,0,0.043,1.299,1.342,0.8998883333333332
Cwix,0000,0,0.03,0.972,1.002,0.8988296296296296
Cwix,0001,0,0.023,1.328,1.351,0.8989555555555555
Cwix,0002,0,0.036,1.025,1.061,0.8988888888888888
Cwix,0003,0,0.026,1.164,1.19,0.8988592592592592
Cwix,0004,0,0.022,1.058,1.08,0.8989259259259259
Cynet,0000,0,0.023,0.308,0.331,0.8994971804511278
Cynet,0001,0,0.028,0.27,0.298,0.8994501879699248
Cynet,0002,0,0.033,0.273,0.306,0.8994736842105263
Cynet,0003,0,0.029,0.314,0.343,0.8995112781954887
Cynet,0004,0,0.026,0.27,0.296,0.8994736842105263
Darkstrand,0000,0,0.026,0.447,0.473,0.9000425
Darkstrand,0001,0,0.015,0.661,0.676,0.8999615
Darkstrand,0002,0,0.015,0.651,0.666,0.8999755
Darkstrand,0003,0,0.015,0.507,0.522,0.89998425
Darkstrand,0004,0,0.016,0.677,0.693,0.89996875
Dataxchange,0000,0,0.006,0.045,0.051,1.0392666666666666
Dataxchange,0001,0,0.004,0.042,0.046,1.0802222222222222
Dataxchange,0002,0,0.008,0.053,0.061,1.2024
Dataxchange,0003,0,0.008,0.066,0.074,0.8999333333333334
Dataxchange,0004,0,0.005,0.035,0.04,1.432511111111111
Deltacom,0000,0,0.284,140.715,140.999,0.8997080214285711
Deltacom,0001,0,0.235,146.473,146.708,0.899699333333333
Deltacom,0002,0,0.227,121.08,121.307,0.89961
Deltacom,0003,0,0.245,128.582,128.827,0.8996197499999999
Deltacom,0004,0,0.248,141.924,142.172,0.8997097499999999
DeutscheTelekom,0000,0,0.031,0.803,0.834,0.9000548333333334
DeutscheTelekom,0001,0,0.018,0.699,0.717,0.899957
DeutscheTelekom,0002,0,0.018,0.824,0.842,0.899957
DeutscheTelekom,0003,0,0.018,0.812,0.83,0.899961
DeutscheTelekom,0004,0,0.023,0.731,0.754,0.89996
Dfn,0000,0,0.082,6.59,6.672,0.9000388749999999
Dfn,0001,0,0.087,48.26,48.347,0.9002615
Dfn,0002,0,0.058,16.905,16.963,0.90666425
Dfn,0003,0,0.056,14.452,14.508,0.90001475
Dfn,0004,0,0.057,14.432,14.489,0.9093735
DialtelecomCz,0000,0,0.298,200.239,200.537,0.89927325
DialtelecomCz,0001,0,0.353,195.732,196.085,0.89927
DialtelecomCz,0002,0,0.306,203.113,203.419,0.8992904999999998
DialtelecomCz,0003,0,0.319,202.824,203.143,0.89927325
DialtelecomCz,0004,0,0.304,207.739,208.043,0.899216
Digex,0000,0,0.027,0.928,0.955,0.8988777777777778
Digex,0001,0,0.026,0.771,0.797,0.8988
Digex,0002,0,0.018,0.732,0.75,0.8988333333333334
Digex,0003,0,0.024,0.69,0.714,0.8987777777777778
Digex,0004,0,0.017,0.87,0.887,0.8988240740740739
Easynet,0000,0,0.018,0.304,0.322,0.900014
Easynet,0001,0,0.011,0.159,0.17,0.9000055
Easynet,0002,0,0.011,0.158,0.169,0.9000005
Easynet,0003,0,0.011,0.213,0.224,0.90006
Easynet,0004,0,0.011,0.186,0.197,0.900051
Eenet,0000,0,0.007,0.052,0.059,0.9539915
Eenet,0001,0,0.007,0.051,0.058,0.9539885
Eenet,0002,0,0.008,0.052,0.06,0.953989
Eenet,0003,0,0.007,0.05,0.057,0.95399
Eenet,0004,0,0.007,0.052,0.059,0.953991
EliBackbone,0000,0,0.011,0.361,0.372,0.9000648333333332
EliBackbone,0001,0,0.02,0.477,0.497,0.900055125
EliBackbone,0002,0,0.016,0.698,0.714,0.9000478333333334
EliBackbone,0003,0,0.012,0.577,0.589,0.9000755
EliBackbone,0004,0,0.011,0.465,0.476,0.9000526666666666
Epoch,0000,0,0.004,0.038,0.042,0.9926666666666667
Epoch,0001,0,0.004,0.122,0.126,0.9000277777777778
Epoch,0002,0,0.005,0.419,0.424,0.9000888888888889
Epoch,0003,0,0.004,0.207,0.211,0.9000555555555555
Epoch,0004,0,0.005,0.384,0.389,0.9001888888888889
Ernet,0000,0,0.017,0.471,0.488,0.899951
Ernet,0001,0,0.021,0.583,0.604,0.899946
Ernet,0002,0,0.031,0.464,0.495,0.899949
Ernet,0003,0,0.016,0.435,0.451,0.899947
Ernet,0004,0,0.025,0.405,0.43,0.899949
Esnet,0000,0,0.091,6.52,6.611,0.9002421
Esnet,0001,0,0.069,6.423,6.492,0.900084902977022
Esnet,0002,0,0.072,6.381,6.453,0.9002654999999998
Esnet,0003,0,0.068,6.249,6.317,0.9002988999999999
Esnet,0004,0,0.069,6.212,6.281,0.9001049
Eunetworks,0000,0,0.013,0.188,0.201,0.9000525
Eunetworks,0001,0,0.008,0.116,0.124,0.9000416666666667
Eunetworks,0002,0,0.017,0.163,0.18,0.9000338333333333
Eunetworks,0003,0,0.008,0.105,0.113,0.9000235
Eunetworks,0004,0,0.008,0.121,0.129,0.9000071666666666
Evolink,0000,0,0.037,0.84,0.877,0.899936
Evolink,0001,0,0.049,1.012,1.061,0.89998675
Evolink,0002,0,0.034,1.085,1.119,0.8999385
Evolink,0003,0,0.033,0.888,0.921,0.89997025
Evolink,0004,0,0.043,1.047,1.09,0.89996925
Fatman,0000,0,0.01,0.157,0.167,0.899978
Fatman,0001,0,0.013,0.168,0.181,0.899977
Fatman,0002,0,0.009,0.101,0.11,0.899971
Fatman,0003,0,0.019,0.149,0.168,0.899973
Fatman,0004,0,0.017,0.131,0.148,0.899973
Fccn,0000,0,0.019,0.201,0.22,0.899981
Fccn,0001,0,0.022,0.221,0.243,0.899969
Fccn,0002,0,0.024,0.215,0.239,0.900053
Fccn,0003,0,0.022,0.22,0.242,0.900057
Fccn,0004,0,0.026,0.234,0.26,0.899985
Forthnet,0000,0,0.092,2.233,2.325,0.8999888888888888
Forthnet,0001,0,0.059,2.292,2.351,0.8999883888888889
Forthnet,0002,0,0.06,2.17,2.23,0.8999891111111111
Forthnet,0003,0,0.082,2.249,2.331,0.8999876111111111
Forthnet,0004,0,0.073,2.277,2.35,0.8999896111111111
Funet,0000,0,0.015,0.458,0.473,0.8999794999999999
Funet,0001,0,0.014,0.381,0.395,0.899971
Funet,0002,0,0.014,0.363,0.377,0.899978
Funet,0003,0,0.023,0.46,0.483,0.900018
Funet,0004,0,0.014,0.467,0.481,0.9000265
Gambia,0000,0,0.015,0.23,0.245,0.89968
Gambia,0001,0,0.017,0.261,0.278,0.89965
Gambia,0002,0,0.015,0.225,0.24,0.89968
Gambia,0003,0,0.026,0.303,0.329,0.899655
Gambia,0004,0,0.024,0.305,0.329,0.89966
Garr199901,0000,0,0.016,0.229,0.245,0.900047
Garr199901,0001,0,0.009,0.813,0.822,0.90005
Garr199901,0002,0,0.009,0.207,0.216,0.9
Garr199901,0003,0,0.008,0.165,0.173,0.900079
Garr199901,0004,0,0.009,0.145,0.154,0.900062
Garr199904,0000,0,0.02,0.235,0.255,0.8999483870967743
Garr199904,0001,0,0.021,0.248,0.269,0.8999483870967742
Garr199904,0002,0,0.012,0.191,0.203,0.899941935483871
Garr199904,0003,0,0.011,0.247,0.258,0.8999806451612903
Garr199904,0004,0,0.019,0.261,0.28,0.8999612903225807
Garr199905,0000,0,0.017,0.694,0.711,0.8999806451612904
Garr199905,0001,0,0.012,0.348,0.36,0.8999548387096774
Garr199905,0002,0,0.018,0.209,0.227,0.8999677419354839
Garr199905,0003,0,0.013,0.708,0.721,0.8999741935483871
Garr199905,0004,0,0.012,0.206,0.218,0.8999225806451613
Garr200109,0000,0,0.011,0.172,0.183,0.8999677419354839
Garr200109,0001,0,0.013,0.168,0.181,0.8999354838709678
Garr200109,0002,0,0.021,0.284,0.305,0.9
Garr200109,0003,0,0.023,0.212,0.235,0.8999032258064517
Garr200109,0004,0,0.022,0.275,0.297,0.8998967741935483
Garr200112,0000,0,0.012,0.282,0.294,0.899883870967742
Garr200112,0001,0,0.015,0.258,0.273,0.8999354838709678
Garr200112,0002,0,0.024,0.291,0.315,0.8999741935483871
Garr200112,0003,0,0.023,0.259,0.282,0.899916129032258
Garr200112,0004,0,0.023,0.235,0.258,0.8999290322580645
Garr200212,0000,0,0.023,0.269,0.292,0.8998677419354838
Garr200212,0001,0,0.023,0.29,0.313,0.8998451612903221
Garr200212,0002,0,0.013,0.27,0.283,0.8999096774193548
Garr200212,0003,0,0.013,0.248,0.261,0.8998580645161288
Garr200212,0004,0,0.014,0.227,0.241,0.8997978494623656
Garr200404,0000,0,0.011,0.376,0.387,0.8999483870967742
Garr200404,0001,0,0.012,0.174,0.186,0.8999354838709678
Garr200404,0002,0,0.011,0.252,0.263,0.8999548387096774
Garr200404,0003,0,0.011,0.203,0.214,0.8999612903225807
Garr200404,0004,0,0.011,0.161,0.172,0.8999870967741935
Garr200902,0000,0,0.051,2.85,2.901,0.9001364
Garr200902,0001,0,0.051,2.72,2.771,0.899908
